date,state,variant,users
2025-05-11,New,treatment,2
2025-05-11,Reactivated,control,3
2025-05-11,Reactivated,treatment,6
2025-05-11,Resurrected,control,1
2025-05-11,Resurrected,treatment,2
2025-05-12,AtRiskMAU,control,37
2025-05-12,AtRiskMAU,treatment,39
2025-05-12,AtRiskWAU,control,51
2025-05-12,AtRiskWAU,treatment,51
2025-05-12,Current,control,36
2025-05-12,Current,treatment,39
2025-05-12,Dormant,control,9
2025-05-12,Dormant,treatment,3
2025-05-12,New,control,1
2025-05-12,New,treatment,1
2025-05-12,Reactivated,treatment,2
2025-05-12,Resurrected,control,1
2025-05-12,Resurrected,treatment,3
2025-05-13,AtRiskMAU,control,37
2025-05-13,AtRiskMAU,treatment,36
2025-05-13,AtRiskWAU,control,59
2025-05-13,AtRiskWAU,treatment,56
2025-05-13,Current,control,26
2025-05-13,Current,treatment,38
2025-05-13,Dormant,control,8
2025-05-13,Dormant,treatment,3
2025-05-13,New,control,1
2025-05-13,New,treatment,1
2025-05-13,Reactivated,control,3
2025-05-13,Reactivated,treatment,5
2025-05-13,Resurrected,control,2
2025-05-14,AtRiskMAU,control,40
2025-05-14,AtRiskMAU,treatment,37
2025-05-14,AtRiskWAU,control,50
2025-05-14,AtRiskWAU,treatment,56
2025-05-14,Current,control,35
2025-05-14,Current,treatment,40
2025-05-14,Dormant,control,7
2025-05-14,Dormant,treatment,3
2025-05-14,New,control,1
2025-05-14,New,treatment,1
2025-05-14,Reactivated,control,2
2025-05-14,Reactivated,treatment,2
2025-05-14,Resurrected,control,2
2025-05-14,Resurrected,treatment,1
2025-05-15,AtRiskMAU,control,42
2025-05-15,AtRiskMAU,treatment,42
2025-05-15,AtRiskWAU,control,54
2025-05-15,AtRiskWAU,treatment,51
2025-05-15,Current,control,31
2025-05-15,Current,treatment,42
2025-05-15,Dormant,control,7
2025-05-15,Dormant,treatment,4
2025-05-15,New,control,1
2025-05-15,New,treatment,1
2025-05-15,Reactivated,control,3
2025-05-15,Reactivated,treatment,1
2025-05-16,AtRiskMAU,control,43
2025-05-16,AtRiskMAU,treatment,45
2025-05-16,AtRiskWAU,control,47
2025-05-16,AtRiskWAU,treatment,50
2025-05-16,Current,control,35
2025-05-16,Current,treatment,41
2025-05-16,Dormant,control,7
2025-05-16,Dormant,treatment,4
2025-05-16,New,control,1
2025-05-16,New,treatment,1
2025-05-16,Reactivated,control,5
2025-05-16,Reactivated,treatment,1
2025-05-16,Resurrected,control,1
2025-05-17,AtRiskMAU,control,45
2025-05-17,AtRiskMAU,treatment,41
2025-05-17,AtRiskWAU,control,39
2025-05-17,AtRiskWAU,treatment,50
2025-05-17,Current,control,42
2025-05-17,Current,treatment,41
2025-05-17,Dormant,control,7
2025-05-17,Dormant,treatment,6
2025-05-17,New,control,1
2025-05-17,New,treatment,1
2025-05-17,Reactivated,control,4
2025-05-17,Reactivated,treatment,4
2025-05-17,Resurrected,control,2
2025-05-18,AtRiskMAU,control,45
2025-05-18,AtRiskMAU,treatment,46
2025-05-18,AtRiskWAU,control,50
2025-05-18,AtRiskWAU,treatment,41
2025-05-18,Current,control,34
2025-05-18,Current,treatment,46
2025-05-18,Dormant,control,6
2025-05-18,Dormant,treatment,7
2025-05-18,New,control,1
2025-05-18,New,treatment,1
2025-05-18,Reactivated,control,3
2025-05-18,Reactivated,treatment,3
2025-05-18,Resurrected,control,2
2025-05-19,AtRiskMAU,control,43
2025-05-19,AtRiskMAU,treatment,45
2025-05-19,AtRiskWAU,control,55
2025-05-19,AtRiskWAU,treatment,44
2025-05-19,Current,control,33
2025-05-19,Current,treatment,43
2025-05-19,Dormant,control,6
2025-05-19,Dormant,treatment,8
2025-05-19,New,control,1
2025-05-19,New,treatment,1
2025-05-19,Reactivated,control,4
2025-05-19,Reactivated,treatment,4
2025-05-20,AtRiskMAU,control,47
2025-05-20,AtRiskMAU,treatment,41
2025-05-20,AtRiskWAU,control,49
2025-05-20,AtRiskWAU,treatment,47
2025-05-20,Current,control,37
2025-05-20,Current,treatment,42
2025-05-20,Dormant,control,6
2025-05-20,Dormant,treatment,7
2025-05-20,New,control,2
2025-05-20,New,treatment,3
2025-05-20,Reactivated,control,2
2025-05-20,Reactivated,treatment,5
2025-05-20,Resurrected,control,1
2025-05-20,Resurrected,treatment,3
2025-05-21,AtRiskMAU,control,50
2025-05-21,AtRiskMAU,treatment,44
2025-05-21,AtRiskWAU,control,42
2025-05-21,AtRiskWAU,treatment,44
2025-05-21,Current,control,43
2025-05-21,Current,treatment,48
2025-05-21,Dormant,control,7
2025-05-21,Dormant,treatment,8
2025-05-21,New,control,1
2025-05-21,New,treatment,1
2025-05-21,Reactivated,control,1
2025-05-21,Reactivated,treatment,4
2025-05-21,Resurrected,control,1
2025-05-22,AtRiskMAU,control,49
2025-05-22,AtRiskMAU,treatment,42
2025-05-22,AtRiskWAU,control,46
2025-05-22,AtRiskWAU,treatment,33
2025-05-22,Current,control,39
2025-05-22,Current,treatment,58
2025-05-22,Dormant,control,7
2025-05-22,Dormant,treatment,8
2025-05-22,New,control,1
2025-05-22,New,treatment,1
2025-05-22,Reactivated,control,3
2025-05-22,Reactivated,treatment,5
2025-05-22,Resurrected,control,1
2025-05-22,Resurrected,treatment,3
2025-05-23,AtRiskMAU,control,44
2025-05-23,AtRiskMAU,treatment,41
2025-05-23,AtRiskWAU,control,44
2025-05-23,AtRiskWAU,treatment,41
2025-05-23,Current,control,42
2025-05-23,Current,treatment,56
2025-05-23,Dormant,control,10
2025-05-23,Dormant,treatment,10
2025-05-23,New,control,2
2025-05-23,New,treatment,2
2025-05-23,Reactivated,control,5
2025-05-23,Reactivated,treatment,2
2025-05-23,Resurrected,control,1
2025-05-24,AtRiskMAU,control,45
2025-05-24,AtRiskMAU,treatment,40
2025-05-24,AtRiskWAU,control,44
2025-05-24,AtRiskWAU,treatment,35
2025-05-24,Current,control,42
2025-05-24,Current,treatment,61
2025-05-24,Dormant,control,10
2025-05-24,Dormant,treatment,10
2025-05-24,New,control,1
2025-05-24,New,treatment,2
2025-05-24,Reactivated,control,6
2025-05-24,Reactivated,treatment,4
2025-05-24,Resurrected,control,1
2025-05-24,Resurrected,treatment,2
2025-05-25,AtRiskMAU,control,45
2025-05-25,AtRiskMAU,treatment,39
2025-05-25,AtRiskWAU,control,45
2025-05-25,AtRiskWAU,treatment,44
2025-05-25,Current,control,42
2025-05-25,Current,treatment,56
2025-05-25,Dormant,control,10
2025-05-25,Dormant,treatment,6
2025-05-25,New,control,1
2025-05-25,New,treatment,1
2025-05-25,Reactivated,control,5
2025-05-25,Reactivated,treatment,4
2025-05-25,Resurrected,control,2
2025-05-25,Resurrected,treatment,5
2025-05-26,AtRiskMAU,control,45
2025-05-26,AtRiskMAU,treatment,37
2025-05-26,AtRiskWAU,control,46
2025-05-26,AtRiskWAU,treatment,44
2025-05-26,Current,control,45
2025-05-26,Current,treatment,64
2025-05-26,Dormant,control,11
2025-05-26,Dormant,treatment,7
2025-05-26,New,control,1
2025-05-26,New,treatment,1
2025-05-26,Reactivated,control,3
2025-05-26,Reactivated,treatment,3
2025-05-27,AtRiskMAU,control,41
2025-05-27,AtRiskMAU,treatment,36
2025-05-27,AtRiskWAU,control,42
2025-05-27,AtRiskWAU,treatment,50
2025-05-27,Current,control,50
2025-05-27,Current,treatment,59
2025-05-27,Dormant,control,12
2025-05-27,Dormant,treatment,5
2025-05-27,New,control,1
2025-05-27,New,treatment,1
2025-05-27,Reactivated,control,5
2025-05-27,Reactivated,treatment,3
2025-05-27,Resurrected,control,1
2025-05-27,Resurrected,treatment,3
2025-05-28,AtRiskMAU,control,38
2025-05-28,AtRiskMAU,treatment,37
2025-05-28,AtRiskWAU,control,46
2025-05-28,AtRiskWAU,treatment,58
2025-05-28,Current,control,50
2025-05-28,Current,treatment,57
2025-05-28,Dormant,control,11
2025-05-28,Dormant,treatment,4
2025-05-28,New,control,1
2025-05-28,New,treatment,1
2025-05-28,Reactivated,control,5
2025-05-28,Resurrected,control,2
2025-05-28,Resurrected,treatment,1
2025-05-29,AtRiskMAU,control,30
2025-05-29,AtRiskMAU,treatment,36
2025-05-29,AtRiskWAU,control,42
2025-05-29,AtRiskWAU,treatment,51
2025-05-29,Current,control,62
2025-05-29,Current,treatment,61
2025-05-29,Dormant,control,10
2025-05-29,Dormant,treatment,5
2025-05-29,New,control,1
2025-05-29,New,treatment,2
2025-05-29,Reactivated,control,7
2025-05-29,Reactivated,treatment,4
2025-05-29,Resurrected,control,2
2025-05-29,Resurrected,treatment,1
2025-05-30,AtRiskMAU,control,30
2025-05-30,AtRiskMAU,treatment,35
2025-05-30,AtRiskWAU,control,50
2025-05-30,AtRiskWAU,treatment,61
2025-05-30,Current,control,61
2025-05-30,Current,treatment,57
2025-05-30,Dormant,control,10
2025-05-30,Dormant,treatment,3
2025-05-30,New,control,1
2025-05-30,New,treatment,1
2025-05-30,Reactivated,control,2
2025-05-30,Reactivated,treatment,2
2025-05-30,Resurrected,control,1
2025-05-30,Resurrected,treatment,2
2025-05-31,AtRiskMAU,control,26
2025-05-31,AtRiskMAU,treatment,35
2025-05-31,AtRiskWAU,control,48
2025-05-31,AtRiskWAU,treatment,55
2025-05-31,Current,control,64
2025-05-31,Current,treatment,62
2025-05-31,Dormant,control,11
2025-05-31,Dormant,treatment,4
2025-05-31,New,control,1
2025-05-31,New,treatment,2
2025-05-31,Reactivated,control,5
2025-05-31,Reactivated,treatment,5
2025-05-31,Resurrected,control,1
2025-06-01,AtRiskMAU,control,28
2025-06-01,AtRiskMAU,treatment,37
2025-06-01,AtRiskWAU,control,53
2025-06-01,AtRiskWAU,treatment,47
2025-06-01,Current,control,62
2025-06-01,Current,treatment,68
2025-06-01,Dormant,control,10
2025-06-01,Dormant,treatment,6
2025-06-01,New,control,2
2025-06-01,New,treatment,2
2025-06-01,Reactivated,control,1
2025-06-01,Reactivated,treatment,5
2025-06-01,Resurrected,control,2
2025-06-02,AtRiskMAU,control,31
2025-06-02,AtRiskMAU,treatment,32
2025-06-02,AtRiskWAU,control,55
2025-06-02,AtRiskWAU,treatment,49
2025-06-02,Current,control,61
2025-06-02,Current,treatment,69
2025-06-02,Dormant,control,9
2025-06-02,Dormant,treatment,6
2025-06-02,New,control,1
2025-06-02,New,treatment,1
2025-06-02,Reactivated,treatment,8
2025-06-02,Resurrected,control,2
2025-06-02,Resurrected,treatment,1
2025-06-03,AtRiskMAU,control,34
2025-06-03,AtRiskMAU,treatment,33
2025-06-03,AtRiskWAU,control,47
2025-06-03,AtRiskWAU,treatment,49
2025-06-03,Current,control,68
2025-06-03,Current,treatment,75
2025-06-03,Dormant,control,8
2025-06-03,Dormant,treatment,4
2025-06-03,New,control,1
2025-06-03,New,treatment,2
2025-06-03,Reactivated,treatment,2
2025-06-03,Resurrected,control,2
2025-06-03,Resurrected,treatment,3
2025-06-04,AtRiskMAU,control,35
2025-06-04,AtRiskMAU,treatment,33
2025-06-04,AtRiskWAU,control,45
2025-06-04,AtRiskWAU,treatment,40
2025-06-04,Current,control,68
2025-06-04,Current,treatment,86
2025-06-04,Dormant,control,6
2025-06-04,Dormant,treatment,4
2025-06-04,New,control,1
2025-06-04,New,treatment,1
2025-06-04,Reactivated,control,3
2025-06-04,Reactivated,treatment,4
2025-06-04,Resurrected,control,3
2025-06-04,Resurrected,treatment,1
2025-06-05,AtRiskMAU,control,33
2025-06-05,AtRiskMAU,treatment,29
2025-06-05,AtRiskWAU,control,45
2025-06-05,AtRiskWAU,treatment,44
2025-06-05,Current,control,72
2025-06-05,Current,treatment,85
2025-06-05,Dormant,control,8
2025-06-05,Dormant,treatment,5
2025-06-05,New,control,1
2025-06-05,New,treatment,1
2025-06-05,Reactivated,control,3
2025-06-05,Reactivated,treatment,5
2025-06-05,Resurrected,treatment,1
2025-06-06,AtRiskMAU,control,26
2025-06-06,AtRiskMAU,treatment,29
2025-06-06,AtRiskWAU,control,44
2025-06-06,AtRiskWAU,treatment,44
2025-06-06,Current,control,77
2025-06-06,Current,treatment,90
2025-06-06,Dormant,control,11
2025-06-06,Dormant,treatment,5
2025-06-06,New,control,1
2025-06-06,New,treatment,1
2025-06-06,Reactivated,control,4
2025-06-06,Reactivated,treatment,2
2025-06-07,AtRiskMAU,control,32
2025-06-07,AtRiskMAU,treatment,29
2025-06-07,AtRiskWAU,control,45
2025-06-07,AtRiskWAU,treatment,38
2025-06-07,Current,control,74
2025-06-07,Current,treatment,95
2025-06-07,Dormant,control,10
2025-06-07,Dormant,treatment,6
2025-06-07,New,control,1
2025-06-07,New,treatment,1
2025-06-07,Reactivated,control,1
2025-06-07,Reactivated,treatment,3
2025-06-07,Resurrected,control,1
2025-06-08,AtRiskMAU,control,29
2025-06-08,AtRiskMAU,treatment,28
2025-06-08,AtRiskWAU,control,45
2025-06-08,AtRiskWAU,treatment,44
2025-06-08,Current,control,74
2025-06-08,Current,treatment,90
2025-06-08,Dormant,control,12
2025-06-08,Dormant,treatment,6
2025-06-08,New,control,2
2025-06-08,New,treatment,2
2025-06-08,Reactivated,control,4
2025-06-08,Reactivated,treatment,3
2025-06-08,Resurrected,treatment,1
2025-06-09,AtRiskMAU,control,31
2025-06-09,AtRiskMAU,treatment,27
2025-06-09,AtRiskWAU,control,47
2025-06-09,AtRiskWAU,treatment,58
2025-06-09,Current,control,75
2025-06-09,Current,treatment,81
2025-06-09,Dormant,control,10
2025-06-09,Dormant,treatment,7
2025-06-09,New,control,1
2025-06-09,New,treatment,2
2025-06-09,Reactivated,control,1
2025-06-09,Reactivated,treatment,1
2025-06-09,Resurrected,control,2
2025-06-10,AtRiskMAU,control,30
2025-06-10,AtRiskMAU,treatment,25
2025-06-10,AtRiskWAU,control,56
2025-06-10,AtRiskWAU,treatment,56
2025-06-10,Current,control,66
2025-06-10,Current,treatment,83
2025-06-10,Dormant,control,10
2025-06-10,Dormant,treatment,7
2025-06-10,New,control,1
2025-06-10,New,treatment,1
2025-06-10,Reactivated,control,4
2025-06-10,Reactivated,treatment,3
2025-06-10,Resurrected,control,1
2025-06-10,Resurrected,treatment,2
2025-06-11,AtRiskMAU,control,29
2025-06-11,AtRiskMAU,treatment,23
2025-06-11,AtRiskWAU,control,62
2025-06-11,AtRiskWAU,treatment,56
2025-06-11,Current,control,63
2025-06-11,Current,treatment,87
2025-06-11,Dormant,control,11
2025-06-11,Dormant,treatment,8
2025-06-11,New,control,1
2025-06-11,New,treatment,1
2025-06-11,Reactivated,control,2
2025-06-11,Reactivated,treatment,2
2025-06-11,Resurrected,control,1
2025-06-11,Resurrected,treatment,1
2025-06-12,AtRiskMAU,control,28
2025-06-12,AtRiskMAU,treatment,21
2025-06-12,AtRiskWAU,control,44
2025-06-12,AtRiskWAU,treatment,54
2025-06-12,Current,control,83
2025-06-12,Current,treatment,91
2025-06-12,Dormant,control,10
2025-06-12,Dormant,treatment,9
2025-06-12,New,control,2
2025-06-12,New,treatment,3
2025-06-12,Reactivated,control,3
2025-06-12,Reactivated,treatment,3
2025-06-12,Resurrected,control,1
2025-06-13,AtRiskMAU,control,29
2025-06-13,AtRiskMAU,treatment,17
2025-06-13,AtRiskWAU,control,55
2025-06-13,AtRiskWAU,treatment,56
2025-06-13,Current,control,75
2025-06-13,Current,treatment,90
2025-06-13,Dormant,control,8
2025-06-13,Dormant,treatment,11
2025-06-13,New,control,1
2025-06-13,New,treatment,1
2025-06-13,Reactivated,control,2
2025-06-13,Reactivated,treatment,5
2025-06-13,Resurrected,control,2
2025-06-13,Resurrected,treatment,2
2025-06-14,AtRiskMAU,control,30
2025-06-14,AtRiskMAU,treatment,20
2025-06-14,AtRiskWAU,control,63
2025-06-14,AtRiskWAU,treatment,56
2025-06-14,Current,control,68
2025-06-14,Current,treatment,93
2025-06-14,Dormant,control,9
2025-06-14,Dormant,treatment,10
2025-06-14,New,control,3
2025-06-14,New,treatment,3
2025-06-14,Reactivated,control,2
2025-06-14,Reactivated,treatment,1
2025-06-14,Resurrected,treatment,2
2025-06-15,AtRiskMAU,control,27
2025-06-15,AtRiskMAU,treatment,23
2025-06-15,AtRiskWAU,control,58
2025-06-15,AtRiskWAU,treatment,64
2025-06-15,Current,control,75
2025-06-15,Current,treatment,84
2025-06-15,Dormant,control,8
2025-06-15,Dormant,treatment,9
2025-06-15,New,control,2
2025-06-15,New,treatment,3
2025-06-15,Reactivated,control,5
2025-06-15,Reactivated,treatment,3
2025-06-15,Resurrected,control,2
2025-06-15,Resurrected,treatment,2
2025-06-16,AtRiskMAU,control,30
2025-06-16,AtRiskMAU,treatment,25
2025-06-16,AtRiskWAU,control,58
2025-06-16,AtRiskWAU,treatment,55
2025-06-16,Current,control,78
2025-06-16,Current,treatment,96
2025-06-16,Dormant,control,7
2025-06-16,Dormant,treatment,8
2025-06-16,New,control,1
2025-06-16,New,treatment,1
2025-06-16,Reactivated,control,2
2025-06-16,Reactivated,treatment,2
2025-06-16,Resurrected,control,2
2025-06-16,Resurrected,treatment,2
2025-06-17,AtRiskMAU,control,28
2025-06-17,AtRiskMAU,treatment,25
2025-06-17,AtRiskWAU,control,57
2025-06-17,AtRiskWAU,treatment,58
2025-06-17,Current,control,81
2025-06-17,Current,treatment,95
2025-06-17,Dormant,control,7
2025-06-17,Dormant,treatment,8
2025-06-17,New,control,1
2025-06-17,New,treatment,1
2025-06-17,Reactivated,control,4
2025-06-17,Reactivated,treatment,2
2025-06-17,Resurrected,control,1
2025-06-17,Resurrected,treatment,1
2025-06-18,AtRiskMAU,control,25
2025-06-18,AtRiskMAU,treatment,22
2025-06-18,AtRiskWAU,control,54
2025-06-18,AtRiskWAU,treatment,67
2025-06-18,Current,control,88
2025-06-18,Current,treatment,90
2025-06-18,Dormant,control,8
2025-06-18,Dormant,treatment,6
2025-06-18,New,control,2
2025-06-18,New,treatment,2
2025-06-18,Reactivated,control,3
2025-06-18,Reactivated,treatment,3
2025-06-18,Resurrected,control,1
2025-06-18,Resurrected,treatment,2
2025-06-19,AtRiskMAU,control,27
2025-06-19,AtRiskMAU,treatment,23
2025-06-19,AtRiskWAU,control,53
2025-06-19,AtRiskWAU,treatment,63
2025-06-19,Current,control,89
2025-06-19,Current,treatment,96
2025-06-19,Dormant,control,7
2025-06-19,Dormant,treatment,5
2025-06-19,New,control,1
2025-06-19,New,treatment,1
2025-06-19,Reactivated,control,3
2025-06-19,Reactivated,treatment,4
2025-06-19,Resurrected,control,2
2025-06-19,Resurrected,treatment,1
2025-06-20,AtRiskMAU,control,26
2025-06-20,AtRiskMAU,treatment,24
2025-06-20,AtRiskWAU,control,61
2025-06-20,AtRiskWAU,treatment,65
2025-06-20,Current,control,85
2025-06-20,Current,treatment,97
2025-06-20,Dormant,control,8
2025-06-20,Dormant,treatment,5
2025-06-20,New,control,5
2025-06-20,New,treatment,5
2025-06-20,Reactivated,control,2
2025-06-20,Reactivated,treatment,2
2025-06-21,AtRiskMAU,control,28
2025-06-21,AtRiskMAU,treatment,20
2025-06-21,AtRiskWAU,control,57
2025-06-21,AtRiskWAU,treatment,74
2025-06-21,Current,control,88
2025-06-21,Current,treatment,88
2025-06-21,Dormant,control,8
2025-06-21,Dormant,treatment,6
2025-06-21,New,control,1
2025-06-21,New,treatment,1
2025-06-21,Reactivated,control,3
2025-06-21,Reactivated,treatment,6
2025-06-21,Resurrected,control,3
2025-06-21,Resurrected,treatment,4
2025-06-22,AtRiskMAU,control,26
2025-06-22,AtRiskMAU,treatment,19
2025-06-22,AtRiskWAU,control,60
2025-06-22,AtRiskWAU,treatment,71
2025-06-22,Current,control,89
2025-06-22,Current,treatment,100
2025-06-22,Dormant,control,8
2025-06-22,Dormant,treatment,4
2025-06-22,New,control,1
2025-06-22,New,treatment,2
2025-06-22,Reactivated,control,4
2025-06-22,Reactivated,treatment,2
2025-06-22,Resurrected,control,1
2025-06-22,Resurrected,treatment,3
2025-06-23,AtRiskMAU,control,27
2025-06-23,AtRiskMAU,treatment,18
2025-06-23,AtRiskWAU,control,69
2025-06-23,AtRiskWAU,treatment,76
2025-06-23,Current,control,83
2025-06-23,Current,treatment,99
2025-06-23,Dormant,control,8
2025-06-23,Dormant,treatment,6
2025-06-23,New,control,1
2025-06-23,New,treatment,1
2025-06-23,Reactivated,control,1
2025-06-23,Reactivated,treatment,2
2025-06-23,Resurrected,control,1
2025-06-24,AtRiskMAU,control,28
2025-06-24,AtRiskMAU,treatment,22
2025-06-24,AtRiskWAU,control,72
2025-06-24,AtRiskWAU,treatment,69
2025-06-24,Current,control,80
2025-06-24,Current,treatment,103
2025-06-24,Dormant,control,7
2025-06-24,Dormant,treatment,6
2025-06-24,New,control,2
2025-06-24,New,treatment,3
2025-06-24,Reactivated,control,1
2025-06-24,Reactivated,treatment,1
2025-06-24,Resurrected,control,2
2025-06-24,Resurrected,treatment,1
2025-06-25,AtRiskMAU,control,27
2025-06-25,AtRiskMAU,treatment,22
2025-06-25,AtRiskWAU,control,81
2025-06-25,AtRiskWAU,treatment,73
2025-06-25,Current,control,75
2025-06-25,Current,treatment,96
2025-06-25,Dormant,control,7
2025-06-25,Dormant,treatment,5
2025-06-25,New,control,1
2025-06-25,New,treatment,1
2025-06-25,Reactivated,control,1
2025-06-25,Reactivated,treatment,6
2025-06-25,Resurrected,control,1
2025-06-25,Resurrected,treatment,3
2025-06-26,AtRiskMAU,control,26
2025-06-26,AtRiskMAU,treatment,26
2025-06-26,AtRiskWAU,control,55
2025-06-26,AtRiskWAU,treatment,72
2025-06-26,Current,control,99
2025-06-26,Current,treatment,102
2025-06-26,Dormant,control,8
2025-06-26,Dormant,treatment,5
2025-06-26,New,control,1
2025-06-26,New,treatment,1
2025-06-26,Reactivated,control,4
2025-06-26,Reactivated,treatment,1
2025-06-26,Resurrected,control,1
2025-06-27,AtRiskMAU,control,29
2025-06-27,AtRiskMAU,treatment,30
2025-06-27,AtRiskWAU,control,59
2025-06-27,AtRiskWAU,treatment,77
2025-06-27,Current,control,95
2025-06-27,Current,treatment,93
2025-06-27,Dormant,control,9
2025-06-27,Dormant,treatment,5
2025-06-27,New,control,1
2025-06-27,New,treatment,2
2025-06-27,Reactivated,control,2
2025-06-27,Reactivated,treatment,2
2025-06-28,AtRiskMAU,control,27
2025-06-28,AtRiskMAU,treatment,30
2025-06-28,AtRiskWAU,control,64
2025-06-28,AtRiskWAU,treatment,65
2025-06-28,Current,control,88
2025-06-28,Current,treatment,104
2025-06-28,Dormant,control,9
2025-06-28,Dormant,treatment,5
2025-06-28,New,control,2
2025-06-28,New,treatment,2
2025-06-28,Reactivated,control,6
2025-06-28,Reactivated,treatment,3
2025-06-28,Resurrected,control,1
2025-06-28,Resurrected,treatment,2
2025-06-29,AtRiskMAU,control,28
2025-06-29,AtRiskMAU,treatment,33
2025-06-29,AtRiskWAU,control,69
2025-06-29,AtRiskWAU,treatment,63
2025-06-29,Current,control,86
2025-06-29,Current,treatment,105
2025-06-29,Dormant,control,9
2025-06-29,Dormant,treatment,4
2025-06-29,New,control,1
2025-06-29,New,treatment,1
2025-06-29,Reactivated,control,3
2025-06-29,Reactivated,treatment,4
2025-06-29,Resurrected,control,2
2025-06-29,Resurrected,treatment,2
2025-06-30,AtRiskMAU,control,28
2025-06-30,AtRiskMAU,treatment,30
2025-06-30,AtRiskWAU,control,69
2025-06-30,AtRiskWAU,treatment,55
2025-06-30,Current,control,84
2025-06-30,Current,treatment,117
2025-06-30,Dormant,control,11
2025-06-30,Dormant,treatment,4
2025-06-30,New,control,1
2025-06-30,New,treatment,1
2025-06-30,Reactivated,control,6
2025-06-30,Reactivated,treatment,5
2025-06-30,Resurrected,treatment,1
2025-07-01,AtRiskMAU,control,30
2025-07-01,AtRiskMAU,treatment,30
2025-07-01,AtRiskWAU,control,68
2025-07-01,AtRiskWAU,treatment,73
2025-07-01,Current,control,85
2025-07-01,Current,treatment,100
2025-07-01,Dormant,control,10
2025-07-01,Dormant,treatment,3
2025-07-01,New,control,3
2025-07-01,New,treatment,4
2025-07-01,Reactivated,control,4
2025-07-01,Reactivated,treatment,5
2025-07-01,Resurrected,control,2
2025-07-01,Resurrected,treatment,2
2025-07-02,AtRiskMAU,control,28
2025-07-02,AtRiskMAU,treatment,33
2025-07-02,AtRiskWAU,control,67
2025-07-02,AtRiskWAU,treatment,75
2025-07-02,Current,control,92
2025-07-02,Current,treatment,99
2025-07-02,Dormant,control,10
2025-07-02,Dormant,treatment,4
2025-07-02,New,control,1
2025-07-02,New,treatment,1
2025-07-02,Reactivated,control,3
2025-07-02,Reactivated,treatment,4
2025-07-02,Resurrected,control,2
2025-07-02,Resurrected,treatment,2
2025-07-03,AtRiskMAU,control,31
2025-07-03,AtRiskMAU,treatment,32
2025-07-03,AtRiskWAU,control,72
2025-07-03,AtRiskWAU,treatment,59
2025-07-03,Current,control,86
2025-07-03,Current,treatment,119
2025-07-03,Dormant,control,7
2025-07-03,Dormant,treatment,3
2025-07-03,New,control,1
2025-07-03,New,treatment,1
2025-07-03,Reactivated,control,3
2025-07-03,Reactivated,treatment,3
2025-07-03,Resurrected,control,4
2025-07-03,Resurrected,treatment,2
2025-07-04,AtRiskMAU,control,33
2025-07-04,AtRiskMAU,treatment,31
2025-07-04,AtRiskWAU,control,74
2025-07-04,AtRiskWAU,treatment,54
2025-07-04,Current,control,87
2025-07-04,Current,treatment,128
2025-07-04,Dormant,control,7
2025-07-04,Dormant,treatment,3
2025-07-04,New,control,1
2025-07-04,New,treatment,1
2025-07-04,Reactivated,control,2
2025-07-04,Reactivated,treatment,3
2025-07-04,Resurrected,control,1
2025-07-05,AtRiskMAU,control,37
2025-07-05,AtRiskMAU,treatment,32
2025-07-05,AtRiskWAU,control,67
2025-07-05,AtRiskWAU,treatment,60
2025-07-05,Current,control,92
2025-07-05,Current,treatment,122
2025-07-05,Dormant,control,6
2025-07-05,Dormant,treatment,3
2025-07-05,New,control,1
2025-07-05,New,treatment,1
2025-07-05,Reactivated,control,2
2025-07-05,Reactivated,treatment,3
2025-07-05,Resurrected,control,1
2025-07-06,AtRiskMAU,control,39
2025-07-06,AtRiskMAU,treatment,30
2025-07-06,AtRiskWAU,control,82
2025-07-06,AtRiskWAU,treatment,65
2025-07-06,Current,control,76
2025-07-06,Current,treatment,117
2025-07-06,Dormant,control,5
2025-07-06,Dormant,treatment,4
2025-07-06,New,control,1
2025-07-06,New,treatment,1
2025-07-06,Reactivated,control,3
2025-07-06,Reactivated,treatment,5
2025-07-06,Resurrected,control,1
2025-07-07,AtRiskMAU,control,45
2025-07-07,AtRiskMAU,treatment,31
2025-07-07,AtRiskWAU,control,66
2025-07-07,AtRiskWAU,treatment,65
2025-07-07,Current,control,90
2025-07-07,Current,treatment,119
2025-07-07,Dormant,control,4
2025-07-07,Dormant,treatment,5
2025-07-07,New,control,2
2025-07-07,New,treatment,3
2025-07-07,Reactivated,control,1
2025-07-07,Reactivated,treatment,2
2025-07-07,Resurrected,control,1
2025-07-08,AtRiskMAU,control,45
2025-07-08,AtRiskMAU,treatment,34
2025-07-08,AtRiskWAU,control,71
2025-07-08,AtRiskWAU,treatment,83
2025-07-08,Current,control,82
2025-07-08,Current,treatment,100
2025-07-08,Dormant,control,4
2025-07-08,Dormant,treatment,5
2025-07-08,New,control,1
2025-07-08,New,treatment,1
2025-07-08,Reactivated,control,6
2025-07-08,Reactivated,treatment,2
2025-07-08,Resurrected,control,1
2025-07-08,Resurrected,treatment,1
2025-07-09,AtRiskMAU,control,45
2025-07-09,AtRiskMAU,treatment,35
2025-07-09,AtRiskWAU,control,65
2025-07-09,AtRiskWAU,treatment,65
2025-07-09,Current,control,91
2025-07-09,Current,treatment,118
2025-07-09,Dormant,control,3
2025-07-09,Dormant,treatment,5
2025-07-09,New,control,3
2025-07-09,New,treatment,4
2025-07-09,Reactivated,control,4
